file	trait_id	trait_label	graph_id	scope_status	protein_nodes	semantic_grounded_nodes	reviewed_label_only_nodes	canonical_examples	cited_canonical_examples	protein_examples	taxon_matched_examples	status	error_count	gap_count	unmet_requirements
data/traits/environment/thermotolerant.yaml	METPO:1000619	thermotolerant	thermotolerant_facultative_heat_adaptation	NONMECHANISTIC	3	0	3	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/uv_radiation_tolerant.yaml	traitmech:000009	UV radiation tolerant	uv_tolerance_excision_repair	NONMECHANISTIC	2	1	1	2	2	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/xerophilic.yaml	traitmech:000011	xerophilic	xerophilic_low_water_activity_growth	NONMECHANISTIC	0	0	0	2	2	0	0	NONMECHANISTIC	0	0	-
data/traits/environment/zinc_tolerant.yaml	traitmech:000014	zinc tolerant	zinc_tolerance_czc_efflux	MECHANISTIC	4	0	4	2	2	1	1	PASS	0	0	-
data/traits/genomics/codon_usage_bias.yaml	traitmech:000096	codon usage bias	codon_bias_translation_efficiency	NONMECHANISTIC	0	0	0	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/genomics/crispr_cas_system.yaml	traitmech:000094	CRISPR-Cas system	crispr_adaptive_immunity	MECHANISTIC	2	1	1	2	2	1	1	PASS	0	0	-
data/traits/genomics/gc_content.yaml	METPO:1000127	GC content	gc_content_composition_drivers	NONMECHANISTIC	0	0	0	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/genomics/gc_high.yaml	METPO:1000432	GC high	gc_high_low_gc_bin	NONMECHANISTIC	0	0	0	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/genomics/gc_low.yaml	METPO:1000429	GC low	gc_low_mid_low_gc_bin	NONMECHANISTIC	0	0	0	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/genomics/gc_mid1.yaml	METPO:1000430	GC mid1	gc_mid1_high_gc_bin	NONMECHANISTIC	0	0	0	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/genomics/gc_mid2.yaml	METPO:1000431	GC mid2	gc_mid2_mid_high_gc_bin	NONMECHANISTIC	0	0	0	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/genomics/gc_skew.yaml	traitmech:000097	GC skew	gc_skew_replication_strand_asymmetry	NONMECHANISTIC	0	0	0	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/genomics/genome_size.yaml	traitmech:000098	genome size	genome_size_population_lifestyle	NONMECHANISTIC	0	0	0	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/genomics/genome_streamlining.yaml	traitmech:000099	genome streamlining	streamlining_oligotrophic_selection	NONMECHANISTIC	0	0	0	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/genomics/genomic_island.yaml	traitmech:000093	genomic island	gi_hgt_accessory_function	NONMECHANISTIC	2	1	1	2	2	0	0	NONMECHANISTIC	0	0	-
data/traits/genomics/mobile_genetic_element.yaml	traitmech:000089	mobile genetic element	mge_horizontal_gene_transfer	NONMECHANISTIC	5	1	4	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/genomics/pangenome_openness.yaml	traitmech:000102	pangenome openness	pangenome_openness_hgt	NONMECHANISTIC	0	0	0	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/genomics/plasmid_carriage.yaml	traitmech:000090	plasmid carriage	plasmid_conjugation_hgt	NONMECHANISTIC	3	0	3	2	2	0	0	NONMECHANISTIC	0	0	-
data/traits/genomics/ploidy.yaml	traitmech:000100	ploidy	ploidy_repair_survival	NONMECHANISTIC	0	0	0	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/genomics/prophage.yaml	traitmech:000091	prophage	prophage_lysogeny	NONMECHANISTIC	3	1	2	2	2	0	0	NONMECHANISTIC	0	0	-
data/traits/genomics/restriction_modification_system.yaml	traitmech:000095	restriction-modification system	rm_self_nonself_defense	MECHANISTIC	4	0	4	2	2	1	1	PASS	0	0	-
data/traits/genomics/rrna_operon_copy_number.yaml	traitmech:000101	rRNA operon copy number	rrn_copy_growth_rate	NONMECHANISTIC	0	0	0	2	2	0	0	NONMECHANISTIC	0	0	-
data/traits/genomics/transposable_element.yaml	traitmech:000092	transposable element	te_transposition_rearrangement	NONMECHANISTIC	1	1	0	2	2	0	0	NONMECHANISTIC	0	0	-
data/traits/metabolism/acetogenesis.yaml	METPO:1000845	Acetogenesis	acetogenesis_wood_ljungdahl	MECHANISTIC	1	1	0	1	1	1	1	PASS	0	0	-
data/traits/metabolism/aerobic_respiration.yaml	METPO:1000801	Aerobic respiration	aerobic_respiration_terminal_oxidase	MECHANISTIC	2	2	0	2	2	1	1	PASS	0	0	-
data/traits/metabolism/anaerobic_oxidation_of_methane.yaml	traitmech:000033	anaerobic oxidation of methane	aom_anme_sulfate_consortium	MECHANISTIC	1	1	0	1	1	1	1	PASS	0	0	-
data/traits/metabolism/anaerobic_respiration.yaml	METPO:1000802	Anaerobic respiration	anaerobic_respiration_denitrification	MECHANISTIC	3	2	1	3	3	1	1	PASS	0	0	-
data/traits/metabolism/anoxygenic_photosynthesis.yaml	traitmech:000035	anoxygenic photosynthesis	anoxygenic_photosynthesis_sulfide_donor	MECHANISTIC	1	1	0	1	1	1	1	PASS	0	0	-
data/traits/metabolism/biopolymer_degradation.yaml	traitmech:000110	biopolymer degradation	biopolymer_degradation_extracellular_hydrolysis	MECHANISTIC	7	3	4	2	2	1	1	PASS	0	0	-
data/traits/metabolism/cable_bacteria_metabolism.yaml	METPO:1002003	Cable bacteria metabolism	cable_bacteria_long_distance_electron_transport	MECHANISTIC	1	0	1	2	2	2	2	PASS	0	0	-
data/traits/metabolism/calvin_benson_bassham_cycle.yaml	traitmech:000020	Calvin-Benson-Bassham cycle	cbb_rubisco_co2_fixation	MECHANISTIC	4	3	1	2	2	1	1	PASS	0	0	-
data/traits/metabolism/carbon_fixation.yaml	traitmech:000019	carbon fixation	carbon_fixation_co2_assimilation	MECHANISTIC	3	2	1	2	2	1	1	PASS	0	0	-
data/traits/metabolism/cellulolysis.yaml	traitmech:000111	cellulolysis	cellulolysis_cellulase_systems	MECHANISTIC	8	6	2	1	1	1	1	PASS	0	0	-
data/traits/metabolism/chitinolysis.yaml	traitmech:000112	chitinolysis	chitinolysis_chitinase	MECHANISTIC	4	2	2	1	1	2	2	PASS	0	0	-
data/traits/metabolism/denitrification.yaml	traitmech:000104	denitrification	denitrification_stepwise_nitrate_to_n2	MECHANISTIC	4	3	1	1	1	1	1	PASS	0	0	-
data/traits/metabolism/dicarboxylate_four_hydroxybutyrate_cycle.yaml	traitmech:000025	dicarboxylate/4-hydroxybutyrate cycle	dc_four_hb_anaerobic_archaeal_co2_fixation	MECHANISTIC	3	2	1	2	2	1	1	PASS	0	0	-
data/traits/metabolism/disproportionation.yaml	METPO:1000806	Disproportionation	sulfur_disproportionation_redox_split	MECHANISTIC	3	2	1	2	2	1	1	PASS	0	0	-
data/traits/metabolism/dissimilatory_iron_reduction.yaml	traitmech:000031	dissimilatory iron reduction	dir_ferric_iron_respiration	MECHANISTIC	1	1	0	2	2	1	1	PASS	0	0	-
data/traits/metabolism/dissimilatory_manganese_reduction.yaml	traitmech:000108	dissimilatory manganese reduction	dmr_mn_oxide_respiration	MECHANISTIC	1	1	0	2	2	1	1	PASS	0	0	-
data/traits/metabolism/dissimilatory_metal_reduction.yaml	traitmech:000039	dissimilatory metal reduction	metal_reduction_anaerobic_respiration	MECHANISTIC	1	0	1	2	2	1	1	PASS	0	0	-
data/traits/metabolism/dissimilatory_nitrate_reduction_to_ammonium.yaml	traitmech:000030	dissimilatory nitrate reduction to ammonium	dnra_nitrate_to_ammonium	MECHANISTIC	4	2	2	2	2	1	1	PASS	0	0	-
data/traits/metabolism/dissimilatory_sulfate_reduction.yaml	traitmech:000105	dissimilatory sulfate reduction	sulfate_reduction_to_sulfide	MECHANISTIC	4	2	2	1	1	2	2	PASS	0	0	-
data/traits/metabolism/electron_transfer.yaml	METPO:1000805	Electron transfer	electron_transfer_redox_carriers	MECHANISTIC	6	1	5	3	3	1	1	PASS	0	0	-
data/traits/metabolism/ethanol_fermentation.yaml	traitmech:000028	ethanol fermentation	ethanol_fermentation_pyruvate_to_ethanol	MECHANISTIC	2	2	0	2	2	1	1	PASS	0	0	-
data/traits/metabolism/fermentation.yaml	METPO:1002005	Fermentation	fermentation_redox_energy	MECHANISTIC	3	2	1	4	4	1	1	PASS	0	0	-
data/traits/metabolism/fermentative_hydrogen_production.yaml	traitmech:000109	fermentative hydrogen production	fermentative_h2_production	MECHANISTIC	1	0	1	2	2	1	1	PASS	0	0	-
data/traits/metabolism/homoacetogenesis.yaml	METPO:1000846	Homoacetogenesis	homoacetogenesis_wood_ljungdahl_acetate	MECHANISTIC	6	3	3	2	2	1	1	PASS	0	0	-
data/traits/metabolism/iron_oxidation.yaml	traitmech:000107	iron oxidation	iron_oxidation_ferrous_to_ferric	MECHANISTIC	4	0	4	2	2	1	1	PASS	0	0	-
data/traits/metabolism/lactic_acid_fermentation.yaml	traitmech:000026	lactic acid fermentation	lactic_acid_fermentation_lactate	MECHANISTIC	1	1	0	2	2	1	1	PASS	0	0	-
data/traits/metabolism/lignin_degradation.yaml	traitmech:000114	lignin degradation	lignin_degradation_peroxidase_laccase	MECHANISTIC	5	4	1	3	3	1	1	PASS	0	0	-
data/traits/metabolism/manganese_oxidation.yaml	traitmech:000032	manganese oxidation	manganese_oxidation_multicopper_oxidase	MECHANISTIC	2	2	0	2	2	1	1	PASS	0	0	-
data/traits/metabolism/metabolism.yaml	METPO:1000060	metabolism	metabolism_substrate_to_growth	MECHANISTIC	1	1	0	1	1	1	1	PASS	0	0	-
data/traits/metabolism/methanogenesis.yaml	METPO:1000844	Methanogenesis	methanogenesis_c1_reduction	MECHANISTIC	1	1	0	2	2	1	1	PASS	0	0	-
data/traits/metabolism/mixed_acid_fermentation.yaml	traitmech:000027	mixed-acid fermentation	mixed_acid_fermentation_enterobacterial	MECHANISTIC	3	1	2	2	2	1	1	PASS	0	0	-
data/traits/metabolism/nitrogen_fixation.yaml	traitmech:000103	nitrogen fixation	nitrogen_fixation_nitrogenase	MECHANISTIC	3	2	1	1	1	1	1	PASS	0	0	-
data/traits/metabolism/oxidative_phosphorylation.yaml	METPO:1000803	Oxidative phosphorylation	oxidative_phosphorylation_chemiosmotic_coupling	MECHANISTIC	4	3	1	1	1	1	1	PASS	0	0	-
data/traits/metabolism/oxygenic_photosynthesis.yaml	traitmech:000034	oxygenic photosynthesis	oxygenic_photosynthesis_water_splitting	MECHANISTIC	5	4	1	2	2	1	1	PASS	0	0	-
data/traits/metabolism/photosynthesis.yaml	traitmech:000038	photosynthesis	photosynthesis_chlorophyll_reaction_center	MECHANISTIC	1	1	0	3	3	1	1	PASS	0	0	-
data/traits/metabolism/phototrophy.yaml	traitmech:000037	phototrophy	phototrophy_light_energy_capture	MECHANISTIC	2	1	1	3	3	1	1	PASS	0	0	-
data/traits/metabolism/propionic_acid_fermentation.yaml	traitmech:000029	propionic acid fermentation	propionic_acid_fermentation_propionate	MECHANISTIC	1	1	0	2	2	1	1	PASS	0	0	-
data/traits/metabolism/proteolysis.yaml	traitmech:000116	proteolysis	proteolysis_extracellular_protease	MECHANISTIC	3	0	3	2	2	1	1	PASS	0	0	-
data/traits/metabolism/proteorhodopsin_phototrophy.yaml	traitmech:000036	proteorhodopsin phototrophy	proteorhodopsin_light_driven_proton_pump	MECHANISTIC	1	1	0	2	2	1	1	PASS	0	0	-
data/traits/metabolism/reductive_tca_cycle.yaml	traitmech:000021	reductive tricarboxylic acid cycle	rtca_reverse_tricarboxylic_acid_co2_fixation	MECHANISTIC	4	1	3	2	2	2	2	PASS	0	0	-
data/traits/metabolism/respiration.yaml	METPO:1000800	respiration	respiration_electron_acceptor_energy_conservation	MECHANISTIC	2	2	0	3	3	1	1	PASS	0	0	-
data/traits/metabolism/starch_degradation.yaml	traitmech:000115	starch degradation	starch_degradation_amylase	MECHANISTIC	2	1	1	1	1	1	1	PASS	0	0	-
data/traits/metabolism/substrate_level_phosphorylation.yaml	METPO:1000804	Substrate-level phosphorylation	substrate_level_phosphorylation_direct_atp	MECHANISTIC	2	2	0	3	3	1	1	PASS	0	0	-
data/traits/metabolism/sulfur_oxidation.yaml	traitmech:000106	sulfur oxidation	sulfur_oxidation_sox	MECHANISTIC	5	2	3	2	2	1	1	PASS	0	0	-
data/traits/metabolism/syntrophy.yaml	METPO:1002006	Syntrophy	syntrophy_interspecies_electron_transfer	MECHANISTIC	4	2	2	2	2	1	1	PASS	0	0	-
data/traits/metabolism/three_hydroxypropionate_bicycle.yaml	traitmech:000023	3-hydroxypropionate bicycle	three_hp_bicycle_chloroflexus	MECHANISTIC	5	2	3	1	1	1	1	PASS	0	0	-
data/traits/metabolism/three_hydroxypropionate_four_hydroxybutyrate_cycle.yaml	traitmech:000024	3-hydroxypropionate/4-hydroxybutyrate cycle	three_hp_four_hb_sulfolobales	MECHANISTIC	2	0	2	2	2	4	4	PASS	0	0	-
data/traits/metabolism/wood_ljungdahl_pathway.yaml	traitmech:000022	Wood-Ljungdahl pathway	wood_ljungdahl_reductive_acetyl_coa	MECHANISTIC	5	4	1	1	1	1	1	PASS	0	0	-
data/traits/metabolism/xylan_degradation.yaml	traitmech:000113	xylan degradation	xylan_degradation_xylanase	MECHANISTIC	2	0	2	2	2	1	1	PASS	0	0	-
data/traits/morphology/amphitrichous.yaml	traitmech:000059	amphitrichous	amphitrichous_bipolar_flagella	NONMECHANISTIC	5	1	4	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/morphology/axially_filamented.yaml	METPO:1000705	axially filamented	axially_filamented_periplasmic_flagella	NONMECHANISTIC	4	0	4	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/morphology/bacillus_shaped.yaml	METPO:1000667	bacillus shaped	bacillus_shaped_rod_elongation	NONMECHANISTIC	6	2	4	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/morphology/black_pigmented.yaml	METPO:1003022	black pigmented	black_pigmented_melanin_polymer	NONMECHANISTIC	5	2	3	2	2	0	0	NONMECHANISTIC	0	0	-
data/traits/morphology/branched_shaped.yaml	METPO:1000687	branched shaped	branched_shaped_streptomyces_branching	NONMECHANISTIC	2	0	2	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/morphology/brown_pigmented.yaml	METPO:1003023	brown pigmented	brown_pigmented_pyomelanin_pathway	MECHANISTIC	2	2	0	1	1	1	1	PASS	0	0	-
data/traits/morphology/capsule.yaml	traitmech:000063	capsule	capsule_polysaccharide_protection	NONMECHANISTIC	4	0	4	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/morphology/carboxysome.yaml	traitmech:000072	carboxysome	carboxysome_co2_concentrating	MECHANISTIC	2	1	1	2	2	1	1	PASS	0	0	-
data/traits/morphology/carotenoid_pigmentation.yaml	METPO:1003031	carotenoid pigmentation	carotenoid_pigmentation_crt_pathway	NONMECHANISTIC	4	1	3	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/morphology/cell_length.yaml	METPO:1000881	cell length	cell_length_division_growth_control	NONMECHANISTIC	4	0	4	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/morphology/cell_length_large.yaml	METPO:1000886	cell length large	cell_length_large_division_delay	NONMECHANISTIC	2	2	0	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/morphology/cell_length_medium.yaml	METPO:1000885	cell length medium	cell_length_medium_growth_rate	NONMECHANISTIC	2	0	2	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/morphology/cell_length_small.yaml	METPO:1000884	cell length small	cell_length_small_size_setpoint	NONMECHANISTIC	4	0	4	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/morphology/cell_length_very_small.yaml	METPO:1000883	cell length very small	cell_length_very_small_streamlining	NONMECHANISTIC	0	0	0	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/morphology/cell_shape.yaml	METPO:1000666	cell shape	cell_shape_peptidoglycan_cytoskeleton	NONMECHANISTIC	5	1	4	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/morphology/cell_width.yaml	METPO:1000882	cell width	cell_width_mreb_lateral_wall	NONMECHANISTIC	3	0	3	3	3	0	0	NONMECHANISTIC	0	0	-
data/traits/morphology/cell_width_large.yaml	METPO:1000890	cell width large	cell_width_large_setpoint_increase	NONMECHANISTIC	3	0	3	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/morphology/cell_width_medium.yaml	METPO:1000889	cell width medium	cell_width_medium_typical_rod	NONMECHANISTIC	5	0	5	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/morphology/cell_width_small.yaml	METPO:1000888	cell width small	cell_width_small_mreb_setpoint	NONMECHANISTIC	2	0	2	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/morphology/cell_width_very_small.yaml	METPO:1000887	cell width very small	cell_width_very_small_streamlining	NONMECHANISTIC	2	0	2	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/morphology/coccobacillus_shaped.yaml	METPO:1000688	coccobacillus shaped	coccobacillus_shaped_short_rod_morphogenesis	NONMECHANISTIC	5	0	5	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/morphology/coccus_shaped.yaml	METPO:1000668	coccus shaped	coccus_shaped_septal_growth	NONMECHANISTIC	3	1	2	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/morphology/cream_pigmented.yaml	METPO:1003024	cream pigmented	cream_pigmented_low_carotenoid_density	NONMECHANISTIC	1	0	1	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/morphology/crescent_shaped.yaml	METPO:1000669	crescent shaped	crescent_shaped_crescentin_curvature	MECHANISTIC	1	0	1	2	2	1	1	PASS	0	0	-
data/traits/morphology/curved_shaped.yaml	METPO:1000670	curved shaped	curved_shaped_scaffolded_curvature	NONMECHANISTIC	2	0	2	2	2	0	0	NONMECHANISTIC	0	0	-
data/traits/morphology/diplococcus_shaped.yaml	METPO:1000671	diplococcus shaped	diplococcus_shaped_septal_separation	NONMECHANISTIC	3	0	3	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/morphology/disc_shaped.yaml	METPO:1000689	disc shaped	disc_shaped_anisotropic_wall_growth	NONMECHANISTIC	0	0	0	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/morphology/dumbbell_shaped.yaml	METPO:1000672	dumbbell shaped	dumbbell_shaped_snapping_division	NONMECHANISTIC	1	0	1	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/morphology/ellipsoidal.yaml	METPO:1000673	ellipsoidal	ellipsoidal_ovococcal_elongation	MECHANISTIC	4	3	1	1	1	1	1	PASS	0	0	-
data/traits/morphology/filament_shaped.yaml	METPO:1000674	filament shaped	filament_shaped_streptomyces_polar_growth	NONMECHANISTIC	4	3	1	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/morphology/flagellar_arrangement.yaml	traitmech:000056	flagellar arrangement	flagellar_arrangement_flhf_flhg	NONMECHANISTIC	4	1	3	2	2	0	0	NONMECHANISTIC	0	0	-
data/traits/morphology/flagellated.yaml	METPO:1000704	flagellated	flagellated_flagellar_motor	MECHANISTIC	7	0	7	3	3	1	1	PASS	0	0	-
data/traits/morphology/flask_shaped.yaml	METPO:1000675	flask shaped	flask_shaped_asymmetric_polar_growth	NONMECHANISTIC	1	0	1	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/morphology/fusiform_shaped.yaml	METPO:1000690	fusiform shaped	fusiform_shaped_tapered_polar_growth	NONMECHANISTIC	6	2	4	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/morphology/gas_vesicle.yaml	traitmech:000070	gas vesicle	gas_vesicle_buoyancy	MECHANISTIC	3	0	3	2	2	1	1	PASS	0	0	-
data/traits/morphology/gliding.yaml	METPO:1000706	gliding	gliding_surface_motility	MECHANISTIC	3	0	3	2	2	1	1	PASS	0	0	-
data/traits/morphology/gram_negative.yaml	METPO:1000699	gram negative	gram_negative_outer_membrane_dye_loss	NONMECHANISTIC	3	0	3	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/morphology/gram_positive.yaml	METPO:1000698	gram positive	gram_positive_cell_wall_retention	NONMECHANISTIC	0	0	0	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/morphology/gram_stain.yaml	METPO:1000697	gram stain	gram_stain_cell_envelope_retention	NONMECHANISTIC	0	0	0	2	2	0	0	NONMECHANISTIC	0	0	-
data/traits/morphology/gram_variable.yaml	METPO:1000700	gram variable	gram_variable_wall_thinning	NONMECHANISTIC	0	0	0	2	2	0	0	NONMECHANISTIC	0	0	-
data/traits/morphology/green_pigmented.yaml	METPO:1003025	green pigmented	green_pigmented_pyocyanin_phenazine	NONMECHANISTIC	2	0	2	2	2	0	0	NONMECHANISTIC	0	0	-
data/traits/morphology/helical_shaped.yaml	METPO:1000676	helical shaped	helical_shaped_pg_relaxation	NONMECHANISTIC	2	0	2	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/morphology/heterocyst.yaml	traitmech:000073	heterocyst	heterocyst_microoxic_nitrogen_fixation	MECHANISTIC	3	0	3	1	1	1	1	PASS	0	0	-
data/traits/morphology/intracellular_inclusion.yaml	traitmech:000066	intracellular inclusion	inclusion_compartmentalization	NONMECHANISTIC	3	1	2	3	3	0	0	NONMECHANISTIC	0	0	-
data/traits/morphology/irregular_shaped.yaml	METPO:1000691	irregular shaped	irregular_shaped_loss_of_patterning	NONMECHANISTIC	0	0	0	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/morphology/lophotrichous.yaml	traitmech:000058	lophotrichous	lophotrichous_polar_tuft	NONMECHANISTIC	5	2	3	2	2	0	0	NONMECHANISTIC	0	0	-
data/traits/morphology/magnetosome.yaml	traitmech:000071	magnetosome	magnetosome_magnetotaxis	MECHANISTIC	3	0	3	1	1	1	1	PASS	0	0	-
data/traits/morphology/monotrichous.yaml	traitmech:000057	monotrichous	monotrichous_single_polar_flagellum	NONMECHANISTIC	5	1	4	2	2	0	0	NONMECHANISTIC	0	0	-
data/traits/morphology/motile.yaml	METPO:1000702	motile	motile_energy_dependent_locomotion	MECHANISTIC	9	1	8	3	3	1	1	PASS	0	0	-
data/traits/morphology/motility.yaml	METPO:1000701	motility	motility_locomotion_machinery	NONMECHANISTIC	6	1	5	2	2	0	0	NONMECHANISTIC	0	0	-
data/traits/morphology/mycelial_growth.yaml	traitmech:000074	mycelial growth	mycelial_branching_hyphal_growth	NONMECHANISTIC	4	0	4	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/morphology/non_motile.yaml	METPO:1000703	non motile	non_motile_absent_motility_apparatus	NONMECHANISTIC	2	0	2	2	2	0	0	NONMECHANISTIC	0	0	-
data/traits/morphology/non_spore_forming.yaml	METPO:1000872	non-spore forming	non_spore_forming_absent_spo0a_cascade	NONMECHANISTIC	1	0	1	2	2	0	0	NONMECHANISTIC	0	0	-
data/traits/morphology/orange_pigmented.yaml	METPO:1003026	orange pigmented	orange_pigmented_carotenoid_accumulation	NONMECHANISTIC	4	1	3	2	2	0	0	NONMECHANISTIC	0	0	-
data/traits/morphology/oval_shaped.yaml	METPO:1000678	oval shaped	oval_shaped_ovococcal_pg_synthesis	MECHANISTIC	4	2	2	1	1	1	1	PASS	0	0	-
data/traits/morphology/ovoid_shaped.yaml	METPO:1000677	ovoid shaped	ovoid_shaped_midcell_pg_assembly	MECHANISTIC	4	2	2	1	1	1	1	PASS	0	0	-
data/traits/morphology/peritrichous.yaml	traitmech:000060	peritrichous	peritrichous_surface_distributed_flagella	NONMECHANISTIC	0	0	0	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/morphology/pigmentation.yaml	METPO:1003021	pigmentation	pigmentation_biosynthetic_colorants	NONMECHANISTIC	3	0	3	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/morphology/pink_pigmented.yaml	METPO:1003027	pink pigmented	pink_pigmented_carotenoid_color	NONMECHANISTIC	3	0	3	2	2	0	0	NONMECHANISTIC	0	0	-
data/traits/morphology/pleomorphic_shaped.yaml	METPO:1000679	pleomorphic shaped	pleomorphic_shaped_relaxed_shape_control	NONMECHANISTIC	1	0	1	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/morphology/polyhydroxyalkanoate_granule.yaml	traitmech:000067	polyhydroxyalkanoate granule	pha_granule_carbon_energy_storage	MECHANISTIC	4	0	4	2	2	1	1	PASS	0	0	-
data/traits/morphology/polyphosphate_granule.yaml	traitmech:000068	polyphosphate granule	polyphosphate_granule_storage	MECHANISTIC	2	2	0	2	2	1	1	PASS	0	0	-
data/traits/morphology/prosthecate.yaml	traitmech:000065	prosthecate	prosthecate_stalk_nutrient_uptake	NONMECHANISTIC	4	1	3	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/morphology/red_pigmented.yaml	METPO:1003028	red pigmented	red_pigmented_prodiginine_pathway	NONMECHANISTIC	3	0	3	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/morphology/ring_shaped.yaml	METPO:1000680	ring shaped	ring_shaped_curved_growth_closure	NONMECHANISTIC	5	0	5	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/morphology/rod_shaped.yaml	METPO:1000681	rod shaped	rod_shaped_mreB_peptidoglycan	NONMECHANISTIC	5	1	4	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/morphology/s_layer.yaml	traitmech:000064	S-layer	s_layer_2d_protein_array	NONMECHANISTIC	1	0	1	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/morphology/sarcina_arrangement.yaml	traitmech:000120	sarcina arrangement	sarcina_three_plane_division_packet	NONMECHANISTIC	4	2	2	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/morphology/sphere_shaped.yaml	METPO:1000683	sphere shaped	sphere_shaped_septal_peptidoglycan	NONMECHANISTIC	4	0	4	2	2	0	0	NONMECHANISTIC	0	0	-
data/traits/morphology/spindle_shaped.yaml	METPO:1000692	spindle shaped	spindle_shaped_symmetric_taper	NONMECHANISTIC	0	0	0	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/morphology/spiral_shaped.yaml	METPO:1000684	spiral shaped	spiral_shaped_curvature_mechanisms	NONMECHANISTIC	1	0	1	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/morphology/spirochete_shaped.yaml	METPO:1000693	spirochete shaped	spirochete_shaped_periplasmic_flagella	NONMECHANISTIC	3	1	2	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/morphology/spore_forming.yaml	METPO:1000871	spore forming	spore_forming_endospore_assembly	MECHANISTIC	5	1	4	2	2	1	1	PASS	0	0	-
data/traits/morphology/spore_shaped.yaml	METPO:1000682	spore shaped	spore_shaped_endospore_layers	MECHANISTIC	5	3	2	1	1	1	1	PASS	0	0	-
data/traits/morphology/sporulation.yaml	METPO:1000870	sporulation	sporulation_spo0a_sigma_morphogenesis	MECHANISTIC	7	0	7	3	3	1	1	PASS	0	0	-
data/traits/morphology/square_shaped.yaml	METPO:1000694	square shaped	square_shaped_planar_anisotropic_growth	NONMECHANISTIC	1	0	1	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/morphology/staphylococcus_arrangement.yaml	traitmech:000118	staphylococcus arrangement	staphylococcus_irregular_division_cluster	NONMECHANISTIC	3	1	2	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/morphology/star_shaped.yaml	METPO:1000685	star shaped	star_shaped_multiple_prosthecae	NONMECHANISTIC	3	0	3	1	1	0	0	NONMECHANISTIC	0	0	-
data/traits/morphology/streptococcus_arrangement.yaml	traitmech:000117	streptococcus arrangement	streptococcus_parallel_division_chain	NONMECHANISTIC	3	0	3	1	1	0	0	NONMECHANISTIC	0	0	-
