proposed_id	label	definition	definition_source	parent	synonyms	xrefs	subset	priority	observations	traits_addressed
METPO:1007694	restriction-modification system	A genomics trait describing possession of a restriction-modification system that distinguishes self from non-self DNA through sequence-specific methylation and cleavage of unmethylated DNA by a restriction endonuclease.	TraitMech:data/traits/genomics/restriction_modification_system.yaml	METPO:1000188			metpo_traitmech_2026_06			traitmech:000095
METPO:1007695	codon usage bias	A genome-sequence property describing non-uniform usage of synonymous codons across a genome, shaped by mutational bias and translational selection and correlated with gene expression level.	TraitMech:data/traits/genomics/codon_usage_bias.yaml	METPO:1000188			metpo_traitmech_2026_06			traitmech:000096
METPO:1007696	GC skew	A genome-sequence property describing strand asymmetry in guanine versus cytosine content between the leading and lagging replication strands, commonly used to locate the replication origin and terminus.	TraitMech:data/traits/genomics/gc_skew.yaml	METPO:1000188			metpo_traitmech_2026_06			traitmech:000097
METPO:1007697	genome size	A quantitative genomics property describing the total length of an organism's genome (typically expressed in megabase pairs), which varies widely across prokaryotes and reflects lifestyle and evolutionary forces.	TraitMech:data/traits/genomics/genome_size.yaml	METPO:1000188			metpo_traitmech_2026_06			traitmech:000098
METPO:1007698	genome streamlining	A genomics trait describing selective reduction of genome size and gene content in free-living microbes with very large effective population sizes, minimizing the cellular cost of replication and biosynthesis.	TraitMech:data/traits/genomics/genome_streamlining.yaml	METPO:1000188			metpo_traitmech_2026_06			traitmech:000099
METPO:1007699	ploidy	A genomics trait describing the number of complete genome copies per cell; many bacteria and archaea are polyploid, maintaining many chromosome copies that support survival, repair, and large cell size.	TraitMech:data/traits/genomics/ploidy.yaml	METPO:1000188			metpo_traitmech_2026_06			traitmech:000100
METPO:1007700	rRNA operon copy number	A quantitative genomics property describing the number of ribosomal RNA (rrn) operons encoded in a genome, which correlates with maximal growth rate and ecological strategy.	TraitMech:data/traits/genomics/rrna_operon_copy_number.yaml	METPO:1000188			metpo_traitmech_2026_06			traitmech:000101
METPO:1007701	pangenome openness	A genomics trait describing the structure of a species' pangenome — the balance of core versus accessory genes and whether the pangenome is open (continually acquiring new genes across genomes) or closed.	TraitMech:data/traits/genomics/pangenome_openness.yaml	METPO:1000188			metpo_traitmech_2026_06			traitmech:000102
METPO:1007702	nitrogen fixation	A metabolism in which an organism reduces atmospheric dinitrogen (N2) to ammonia using the nitrogenase enzyme complex, making fixed nitrogen biologically available (diazotrophy).	TraitMech:data/traits/metabolism/nitrogen_fixation.yaml	METPO:1000060			metpo_traitmech_2026_06			traitmech:000103
METPO:1007703	denitrification	An anaerobic respiratory metabolism in which nitrate is reduced stepwise to gaseous dinitrogen via nitrite, nitric oxide, and nitrous oxide, removing fixed nitrogen from the system as gas.	TraitMech:data/traits/metabolism/denitrification.yaml	METPO:1000802			metpo_traitmech_2026_06			traitmech:000104
METPO:1007704	dissimilatory sulfate reduction	An anaerobic respiratory metabolism in which an organism uses sulfate as the terminal electron acceptor, reducing it to hydrogen sulfide while oxidizing organic matter or hydrogen for energy.	TraitMech:data/traits/metabolism/dissimilatory_sulfate_reduction.yaml	METPO:1000802			metpo_traitmech_2026_06			traitmech:000105
METPO:1007705	sulfur oxidation	A metabolism in which an organism oxidizes reduced inorganic sulfur compounds (sulfide, elemental sulfur, thiosulfate) to sulfate, conserving energy and often supporting chemolithotrophic growth.	TraitMech:data/traits/metabolism/sulfur_oxidation.yaml	METPO:1000060			metpo_traitmech_2026_06			traitmech:000106
METPO:1007706	iron oxidation	A metabolism in which an organism oxidizes ferrous iron (Fe2+) to ferric iron (Fe3+) to conserve energy, at acidic or circumneutral pH and under aerobic or anaerobic conditions.	TraitMech:data/traits/metabolism/iron_oxidation.yaml	METPO:1000060			metpo_traitmech_2026_06			traitmech:000107
METPO:1007707	dissimilatory manganese reduction	An anaerobic respiratory metabolism in which an organism conserves energy by reducing Mn(IV) oxides to soluble Mn(II) as a terminal electron acceptor while oxidizing organic matter or hydrogen.	TraitMech:data/traits/metabolism/dissimilatory_manganese_reduction.yaml	METPO:1007638			metpo_traitmech_2026_06			traitmech:000108
METPO:1007708	fermentative hydrogen production	A fermentation in which an organism disposes of excess reducing equivalents by producing molecular hydrogen (H2), typically via hydrogenases acting on reduced ferredoxin or formate.	TraitMech:data/traits/metabolism/fermentative_hydrogen_production.yaml	METPO:1002005			metpo_traitmech_2026_06			traitmech:000109
METPO:1007709	biopolymer degradation	A metabolism in which an organism secretes enzymes to depolymerize recalcitrant biopolymers (such as cellulose, hemicellulose, chitin, and lignin) into assimilable units for growth.	TraitMech:data/traits/metabolism/biopolymer_degradation.yaml	METPO:1000060			metpo_traitmech_2026_06			traitmech:000110
METPO:1007710	cellulolysis	A biopolymer-degradation metabolism in which an organism hydrolyzes cellulose to cellodextrins and glucose using cellulase systems, sometimes organized into cellulosomes.	TraitMech:data/traits/metabolism/cellulolysis.yaml	METPO:1007709			metpo_traitmech_2026_06			traitmech:000111
METPO:1007711	chitinolysis	A biopolymer-degradation metabolism in which an organism hydrolyzes chitin to N-acetylglucosamine oligomers and monomers using secreted chitinases.	TraitMech:data/traits/metabolism/chitinolysis.yaml	METPO:1007709			metpo_traitmech_2026_06			traitmech:000112
METPO:1007712	xylan degradation	A biopolymer-degradation metabolism in which an organism hydrolyzes xylan, the most abundant hemicellulose, into xylose and xylo-oligosaccharides using xylanases and accessory enzymes.	TraitMech:data/traits/metabolism/xylan_degradation.yaml	METPO:1007709			metpo_traitmech_2026_06			traitmech:000113
METPO:1007713	lignin degradation	A biopolymer-degradation metabolism in which an organism breaks down lignin, the recalcitrant aromatic heteropolymer of plant cell walls, using oxidative enzymes such as peroxidases and laccases.	TraitMech:data/traits/metabolism/lignin_degradation.yaml	METPO:1007709			metpo_traitmech_2026_06			traitmech:000114
METPO:1007714	starch degradation	A biopolymer-degradation metabolism in which an organism hydrolyzes starch (amylose and amylopectin) to maltooligosaccharides and glucose using amylases and related glycoside hydrolases.	TraitMech:data/traits/metabolism/starch_degradation.yaml	METPO:1007709			metpo_traitmech_2026_06			traitmech:000115
METPO:1007715	proteolysis	A biopolymer-degradation metabolism in which an organism secretes proteases to hydrolyze extracellular proteins and peptides into amino acids and short peptides for nutrition.	TraitMech:data/traits/metabolism/proteolysis.yaml	METPO:1007709			metpo_traitmech_2026_06			traitmech:000116
METPO:1007716	streptococcus arrangement	A cell arrangement in which dividing cocci remain attached in chains because successive division planes are parallel and daughter cells do not fully separate.	TraitMech:data/traits/morphology/streptococcus_arrangement.yaml	METPO:1000666			metpo_traitmech_2026_06			traitmech:000117
METPO:1007717	staphylococcus arrangement	A cell arrangement in which dividing cocci form irregular three-dimensional grape-like clusters because division planes occur in multiple, non-orthogonal orientations and daughter cells remain attached.	TraitMech:data/traits/morphology/staphylococcus_arrangement.yaml	METPO:1000666			metpo_traitmech_2026_06			traitmech:000118
METPO:1007718	tetrad arrangement	A cell arrangement in which cocci divide in two perpendicular planes and remain attached as groups of four (tetrads).	TraitMech:data/traits/morphology/tetrad_arrangement.yaml	METPO:1000666			metpo_traitmech_2026_06			traitmech:000119
METPO:1007719	sarcina arrangement	A cell arrangement in which cocci divide in three perpendicular planes and remain attached as cubic packets of eight (sarcinae).	TraitMech:data/traits/morphology/sarcina_arrangement.yaml	METPO:1000666			metpo_traitmech_2026_06			traitmech:000120
